"Document Title","Authors","Author Affiliations","Publication Title","Date Added To Xplore","Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN","ISBNs","DOI","Funding Information","PDF Link","Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms","Article Citation Count","Patent Citation Count","Reference Count","License","Online Date","Issue Date","Meeting Date","Publisher","Document Identifier"
"CURE: A High-Performance, Low-Power, and Reliable Network-on-Chip Design Using Reinforcement Learning","K. Wang; A. Louri","Department of Electrical and Computer Engineering, George Washington University, Washington, USA; Department of Electrical and Computer Engineering, George Washington University, Washington, USA","IEEE Transactions on Parallel and Distributed Systems","1 May 2020",2020,31.0,9.0,2125,2138,"We propose CURE, a deep reinforcement learning (DRL)-based NoC design framework that simultaneously reduces network latency, improves energy-efficiency, and tolerates transient errors and permanent faults. CURE has several architectural innovations and a DRL-based hardware controller to manage design complexity and optimize trade-offs. First, in CURE, we propose reversible multi-function adaptive channels (RMCs) to reduce NoC power consumption and network latency. Second, we implement a new fault-secure adaptive error correction hardware in each router to enhance reliability for both transient errors and permanent faults. Third, we propose a router power-gating and bypass design that powers off NoC components to reduce power and extend chip lifespan. Further, for the complex dynamic interactions of these techniques, we propose using DRL to train a proactive control policy to provide improved fault-tolerance, reduced power consumption, and improved performance. Simulation using the PARSEC benchmark shows that CURE reduces end-to-end packet latency by 39 percent, improves energy efficiency by 92 percent, and lowers static and dynamic power consumption by 24 and 38 percent, respectively, over conventional solutions. Using mean-time-to-failure, we show that CURE is 7.7× more reliable than the conventional NoC design.","1558-2183","","10.1109/TPDS.2020.2986297","National Science Foundation(grant numbers:CCF-1420718,CCF1513606,CCF-1703013,CCF-1547034,CCF-1547035,CCF-1540736,CCF-1702980); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9061016","Computer architecture;network-on-chip(NoC);reliability;deep reinforcement learning","Buffer storage;Hardware;Circuit faults;Reliability;Error correction;Power demand;Transistors","electronic engineering computing;integrated circuit reliability;learning (artificial intelligence);network-on-chip;power consumption","adaptive error correction;permanent faults;router power-gating;NoC components;complex dynamic interactions;reduced power consumption;dynamic power consumption;network-on-chip;energy-efficiency;tolerates transient errors;DRL-based hardware controller;NoC power consumption;deep reinforcement learning;PARSEC benchmark;reversible multifunction adaptive channels","",14.0,"",45.0,"IEEE","8 Apr 2020","","","IEEE","IEEE Journals"
"Heterogeneous Edge Offloading With Incomplete Information: A Minority Game Approach","M. Hu; Z. Xie; D. Wu; Y. Zhou; X. Chen; L. Xiao","Guangdong Key Laboratory of Big Data Analysis and Processing, Guangzhou, China; Guangdong Key Laboratory of Big Data Analysis and Processing, Guangzhou, China; Guangdong Key Laboratory of Big Data Analysis and Processing, Guangzhou, China; Peng Cheng Laboratory, Shenzhen, China; Guangdong Key Laboratory of Big Data Analysis and Processing, Guangzhou, China; Department of Communication Engineering, Xiamen University, Xiamen, China","IEEE Transactions on Parallel and Distributed Systems","1 May 2020",2020,31.0,9.0,2139,2154,"Task offloading is one of key operations in edge computing, which is essential for reducing the latency of task processing and boosting the capacity of end devices. However, the heterogeneity among tasks generated by various users makes it challenging to design efficient task offloading algorithms. In addition, the assumption of complete information for offloading decision-making does not always hold in a distributed edge computing environment. In this article, we formulate the problem of heterogeneous task offloading in a distributed environment as a minority game (MG), in which each player must make decisions independently in each turn and the players who end up on the minority side win. The multi-player MG incentivizes players to cooperate with each other in the scenarios with incomplete information, where players don't have full information about other players (e.g., the number of tasks, the required resources). To address the challenges incurred by task heterogeneity and the divergence of naive MG approaches, we propose an MG based scheme, in which tasks are divided into subtasks and instructed to form into a set of groups as possible, and the left ones are scheduled to perform decision adjustment in a probabilistic manner. We prove that our proposed algorithm can converge to a near-optimal point, and also investigate its stability and price of anarchy in terms of task processing time. Finally, we conduct a series of simulations to evaluate the effectiveness of our proposed scheme and the results indicate that our scheme can achieve around 30% reduction of task processing time compared with other approaches. Moreover, our proposed scheme can converge to a near-optimal point, which cannot be guaranteed by naive MG approaches.","1558-2183","","10.1109/TPDS.2020.2988161","National Natural Science Foundation of China(grant numbers:61802452,U1911201,61972432,61971366,61872420); Guangdong Special Support Program(grant numbers:2017TX04X148); Natural Science Foundation of Guangdong Province(grant numbers:2018A030310079); Guangdong Introducing Innovative and Enterpreneurial Teams(grant numbers:2017ZT07X355); Pearl River Talent Recruitment Program(grant numbers:2017GC010465); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9070220","Heterogeneous edge offloading;incomplete information;minority game","Task analysis;Servers;Edge computing;Computational modeling;Cameras;Games;Analytical models","decision making;distributed processing;game theory;scheduling","MG based scheme;heterogeneous edge offloading;minority game approach;offloading decision-making;distributed edge computing environment;heterogeneous task offloading;distributed environment;multiplayer MG;task heterogeneity","",27.0,"",37.0,"IEEE","17 Apr 2020","","","IEEE","IEEE Journals"
"Minority Disk Failure Prediction Based on Transfer Learning in Large Data Centers of Heterogeneous Disk Systems","J. Zhang; K. Zhou; P. Huang; X. He; M. Xie; B. Cheng; Y. Ji; Y. Wang","Tencent, Shenzhen, China; Tencent, Shenzhen, China; Temple University, Philadelphia, USA; Temple University, Philadelphia, USA; Tencent Inc., Shenzhen, China; Tencent Inc., Shenzhen, China; Tencent Inc., Shenzhen, China; Tencent Inc., Shenzhen, China","IEEE Transactions on Parallel and Distributed Systems","4 May 2020",2020,31.0,9.0,2155,2169,"The storage system in large scale data centers is typically built upon thousands or even millions of disks, where disk failures constantly happen. A disk failure could lead to serious data loss and thus system unavailability or even catastrophic consequences if the lost data cannot be recovered. While replication and erasure coding techniques have been widely deployed to guarantee storage availability and reliability, disk failure prediction is gaining popularity as it has the potential to prevent disk failures from occurring in the first place. Recent trends have turned toward applying machine learning approaches based on disk SMART attributes for disk failure predictions. However, traditional machine learning (ML) approaches require a large set of training data in order to deliver good predictive performance. In large-scale storage systems, new disks enter gradually to augment the storage capacity or to replace failed disks, leading storage systems to consist of small amounts of new disks from different vendors and/or different models from the same vendor as time goes on. We refer to this relatively small amount of disks as minority disks. Due to the lack of sufficient training data, traditional ML approaches fail to deliver satisfactory predictive performance in evolving storage systems which consist of heterogeneous minority disks. To address this challenge and improve the predictive performance for minority disks in large data centers, we propose a minority disk failure prediction model named TLDFP based on a transfer learning approach. Our evaluation results in two realistic datasets have demonstrated that TLDFP can deliver much more precise results and lower additional maintenance cost, compared to four popular prediction models based on traditional ML algorithms and two state-of-the-art transfer learning methods.","1558-2183","","10.1109/TPDS.2020.2985346","National Natural Science Foundation of China(grant numbers:61821003); National Basic Research Program of China (973 Program)(grant numbers:2016YFB0800402); National Science Foundation(grant numbers:CCF-1717660,CCF-1813081); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9057467","Disk failure;machine learning;transfer learning;cloud computing;data center","Data centers;Servers;Data models;Predictive models;Training data;Support vector machines;Reliability","computer centres;disc storage;learning (artificial intelligence);storage management","large-scale storage systems;failed disks;storage system;heterogeneous minority disks;transfer learning;heterogeneous disk systems;large scale data centers;data loss;system unavailability;disk SMART;minority disk failure prediction","",14.0,"",52.0,"IEEE","6 Apr 2020","","","IEEE","IEEE Journals"
"The Workflow Trace Archive: Open-Access Data From Public and Private Computing Infrastructures","L. Versluis; R. Mathá; S. Talluri; T. Hegeman; R. Prodan; E. Deelman; A. Iosup","Computer Science, Vrije Universiteit Amsterdam, HV Amsterdam, Netherlands; Institute of Computer Science, Universitat Innsbruck, Innsbruck, Austria; Computer Science, Vrije Universiteit Amsterdam, HV Amsterdam, Netherlands; Computer Science, Vrije Universiteit Amsterdam, HV Amsterdam, Netherlands; Institute of Software Technology, University of Klagenfurt, Klagenfurt am, Austria; Information Sciences Institute, University of Southern California, Los Angeles, USA; Computer Science, Vrije Universiteit Amsterdam, HV Amsterdam, Netherlands","IEEE Transactions on Parallel and Distributed Systems","4 May 2020",2020,31.0,9.0,2170,2184,"Realistic, relevant, and reproducible experiments often need input traces collected from real-world environments. In this work, we focus on traces of workflows-common in datacenters, clouds, and HPC infrastructures. We show that the state-of-the-art in using workflow-traces raises important issues: (1) the use of realistic traces is infrequent and (2) the use of realistic, open-access traces even more so. Alleviating these issues, we introduce the Workflow Trace Archive (WTA), an open-access archive of workflow traces from diverse computing infrastructures and tooling to parse, validate, and analyze traces. The WTA includes > 48 million workflows captured from > 10 computing infrastructures, representing a broad diversity of trace domains and characteristics. To emphasize the importance of trace diversity, we characterize the WTA contents and analyze in simulation the impact of trace diversity on experiment results. Our results indicate significant differences in characteristics, properties, and workflow structures between workload sources, domains, and fields.","1558-2183","","10.1109/TPDS.2020.2984821","Vidi MagnaData; European Union's Horizon 2020 Research and Innovation Programme(grant numbers:801091); National Science Foundation(grant numbers:1664162); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9066946","Workflow;open-source;open-access;traces;characterization;archive;survey;simulation","Cloud computing;Open source software;Testing;Labeling;Computational modeling;Task analysis;Tools","cloud computing;public domain software;resource allocation;workflow management software","datacenters;clouds infrastructures;workflow trace archive;workflow structures;trace diversity;trace domains;computing infrastructures;open-access traces;HPC infrastructures;open-access data","",8.0,"",60.0,"CCBY","14 Apr 2020","","","IEEE","IEEE Journals"
"Boosting the Performance of SSDs via Fully Exploiting the Plane Level Parallelism","C. Gao; L. Shi; K. Liu; C. J. Xue; J. Yang; Y. Zhang","University of Pittsburgh, Pittsburgh, USA; School of Computer Science and Technology, East China Normal University, Shanghai, P.R. China; College of Computer Science, Chongqing University, Chongqing, P.R. China; Department of Computer Science, City University of Hong Kong, Kowloon, Hong Kong; University of Pittsburgh, Pittsburgh, USA; University of Pittsburgh, Pittsburgh, USA","IEEE Transactions on Parallel and Distributed Systems","5 May 2020",2020,31.0,9.0,2185,2200,"Solid state drives (SSDs) are constructed with multiple level parallel organization, including channels, chips, dies, and planes. Among these parallel levels, plane level parallelism, which is the last level parallelism of SSDs, has the most strict restrictions. Only the same type of operations that access the same address in different planes can be processed in parallel. In order to maximize the access performance, several previous works have been proposed to exploit the plane level parallelism for host accesses and internal operations of SSDs. However, our preliminary studies show that the plane level parallelism is farfrom well utilized and should be further improved. The reason is that the strict restrictions of plane level parallelism are hard to be satisfied. In this article, a from plane to die parallel optimization framework is proposed to exploit the plane level parallelism through smartly satisfying the strict restrictions all the time. In order to achieve the objective, there are at least two challenges. First, due to that host access patterns are always complex, receiving multiple same-type requests to different planes at the same time is uncommon. Second, there are many internal activities, such as garbage collection (GC), which may destroy the restrictions. In order to solve above challenges, two schemes are proposed in the SSD controller: First, a die level write construction scheme is designed to make sure there are always N pages of data written by each write operation. Second, in a further step, a die level GC scheme is proposed to activate GC in the unit of all planes in the same die. Combing the die level write and die level GC, write accesses from both host write operations and GC induced valid page movements can be processed in parallel at all time. To further improve the performance of SSDs, host write operations blocked by GCs are suggested to be processed in parallel with GC induced valid page movements, bringing lesser waiting time cost of host write operations. As a result, the GC cost and average write latency can be significantly reduced. Experiment results show that the proposed framework is able to significantly improve the write performance without read performance impact.","1558-2183","","10.1109/TPDS.2020.2987894","National Natural Science Foundation of China(grant numbers:61772092,61872049); NSF(grant numbers:1910413,1617071,1725657,1718080); Research Grants Council of the Hong Kong Special Administrative Region, China(grant numbers:CityU 11219319); Frontier Interdisciplinary Research Funds for the Central Universities(grant numbers:2018CDQYJSJ0034); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9068501","SSD;parallelism;storage;scheduling, performance improvement","Parallel processing;Organizations;Random access memory;Computer science;Resource management;Optimization;Solid state drives","optimisation;solid state drives;storage management","SSDs;plane level parallelism;die level write construction scheme;die level GC;garbage collection;solid state drives;die parallel optimization framework","",7.0,"",55.0,"IEEE","15 Apr 2020","","","IEEE","IEEE Journals"
"Towards Higher Performance and Robust Compilation for CGRA Modulo Scheduling","Z. Zhao; W. Sheng; Q. Wang; W. Yin; P. Ye; J. Li; Z. Mao","Department of Micro/Nano Electronics, Shanghai Jiao Tong University, Shanghai, China; Department of Micro/Nano Electronics, Shanghai Jiao Tong University, Shanghai, China; Department of Micro/Nano Electronics, Shanghai Jiao Tong University, Shanghai, China; Nvidia, China; Department of Micro/Nano Electronics, Shanghai Jiao Tong University, Shanghai, China; Department of Micro/Nano Electronics, Shanghai Jiao Tong University, Shanghai, China; Department of Micro/Nano Electronics, Shanghai Jiao Tong University, Shanghai, China","IEEE Transactions on Parallel and Distributed Systems","7 May 2020",2020,31.0,9.0,2201,2219,"Coarse-Grained Reconfigurable Architectures (CGRA) is a promising solution for accelerating computation intensive tasks due to its good trade-off in energy efficiency and flexibility. One of the challenging research topic is how to effectively deploy loops onto CGRAs within acceptable compilation time. Modulo scheduling (MS) has shown to be efficient on deploying loops onto CGRAs. Existing CGRA MS algorithms still suffer from the challenge of mapping loop with higher performance under acceptable compilation time, especially mapping large and irregular loops onto CGRAs with limited computational and routing resources. This is mainly due to the under utilization of the available buffer resources on CGRA, unawareness of critical mapping constraints and time consuming method of solving temporal and spatial mapping. This article focus on improving the performance and compilation robustness of the modulo scheduling mapping algorithm for CGRAs. We decomposes the CGRA MS problem into the temporal and spatial mapping problem and reorganize the processes inside these two problems. For the temporal mapping problem, we provide a comprehensive and systematic mapping flow that includes a powerful buffer allocation algorithm, and efficient interconnection & computational constraints solving algorithms. For the spatial mapping problem, we develop a fast and stable spatial mapping algorithm with backtracking and reordering mechanism. Our MS mapping algorithm is able to map loops onto CGRA with higher performance and faster compilation time. Experiment results show that given the same compilation time budget, our mapping algorithm generates higher compilation success rate. Among the successfully compiled loops, our approach can improve 5.4 to 14.2 percent performance and takes x24 to x1099 less compilation time in average comparing with state-of-the-art CGRA mapping algorithms.","1558-2183","","10.1109/TPDS.2020.2989149","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9075353","CGRA;modulo scheduling;temporal mapping;spatial mapping","Routing;Registers;Signal processing algorithms;System-on-chip;Robustness;Processor scheduling;Computer architecture","program compilers;program control structures;reconfigurable architectures;scheduling","energy efficiency;computational constraints;acceptable compilation time;CGRA MS algorithms;mapping loop;irregular loops;computational resources;routing resources;available buffer resources;critical mapping constraints;compilation robustness;modulo scheduling mapping algorithm;CGRA MS problem;temporal mapping problem;spatial mapping problem;comprehensive mapping flow;systematic mapping flow;powerful buffer allocation algorithm;fast mapping algorithm;stable spatial mapping algorithm;MS mapping algorithm;map loops;faster compilation time;compilation time budget;higher compilation success rate;successfully compiled loops;compilation time;state-of-the-art CGRA mapping algorithms;efficient interconnection constraints;good trade-off;computation intensive tasks;coarse-grained reconfigurable architectures;CGRA modulo scheduling;robust compilation","",16.0,"",75.0,"IEEE","21 Apr 2020","","","IEEE","IEEE Journals"
"Lock-Free Parallelization for Variance-Reduced Stochastic Gradient Descent on Streaming Data","Y. Peng; Z. Hao; X. Yun","Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China; Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China; Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China","IEEE Transactions on Parallel and Distributed Systems","7 May 2020",2020,31.0,9.0,2220,2231,"Stochastic Gradient Descent (SGD) is an iterative algorithm for fitting a model to the training dataset in machine learning problems. With low computation cost, SGD is especially suited for learning from large datasets. However, the variance of SGD tends to be high because it uses only a single data point to determine the update direction at each iteration of gradient descent, rather than all available training data points. Recent research has proposed variance-reduced variants of SGD by incorporating a correction term to approximate full-data gradients. However, it is difficult to parallelize such variants with high performance and accuracy, especially on streaming data. As parallelization is a crucial requirement for large-scale applications, this article focuses on the parallel setting in a multicore machine and presents LFS-STRSAGA, a lock-free approach to parallelizing variance-reduced SGD on streaming data. LFS-STRSAGA embraces a lock-free data structure to process the arrival of streaming data in parallel, and asynchronously maintains the essential information to approximate full-data gradients with low cost. Both our theoretical and empirical results show that LFS-STRSAGA matches the accuracy of the state-of-the-art variance-reduced SGD on streaming data under sparsity assumption (common in machine learning problems), and that LFS-STRSAGA reduces the model update time by over 98 percent.","1558-2183","","10.1109/TPDS.2020.2987867","National Natural Science Foundation of China(grant numbers:61702499); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9068443","Gradient descent methods;machine learning;parallel computing;multicore;streaming data","Computational modeling;Machine learning;Data models;Training data;Multicore processing;Training;Mathematical model","data handling;data structures;gradient methods;iterative methods;learning (artificial intelligence);multiprocessing systems;stochastic processes","lock-free parallelization;streaming data;machine learning problems;single data point;available training data points;variance-reduced variants;approximate full-data gradients;parallel setting;lock-free approach;LFS-STRSAGA;lock-free data structure;state-of-the-art variance-reduced SGD;variance-reduced stochastic gradient descent","",6.0,"",30.0,"IEEE","15 Apr 2020","","","IEEE","IEEE Journals"
"Challenges and Opportunities in Designing High-Performance and Scalable Middleware for HPC and AI: Past, Present, and Future","D. K. Panda","","2022 IEEE International Parallel and Distributed Processing Symposium (IPDPS)","15 Jul 2022",2022,"","","1","1","This talk focuses on challenges and opportunities emerging over the years (past, present, and future) in designing middleware for HPC and AI (Deep/Machine Learning) workloads on modern high-end computing systems. The talk initially presents the challenges in designing HPC runtime environments with MPI+X programming models by considering support for dense multi-core CPUs, high-performance interconnects, GPUs, and emerging DPUs. Advanced designs and solutions (such as RDMA, in-network computing, GPUDirect RDMA, on-the-fly compression) to exploit novel features of these emerging technologies and their benefits in the context of MVAPICH2 libraries are presented. Next, the talk focuses on MPI-driven solutions for the Deep/Machine Learning domains to extract performance and scalability for popular Deep Learning frameworks, large out-of-core models, GPUs, and DPUs. MPI-driven solutions to accelerate data science applications like Dask are highlighted. Challenges and experiences in deploying this middleware to the HPC cloud environments for Azure, AWS, and Oracle Cloud are presented. The talk concludes with an overview of the newly established NSF-AI Institute ICICLE (https://icicle.osu.edu/) to address challenges in designing future high-performance edge-to-HPC/ cloud middleware for AI-driven data-intensive applications.","1530-2075","978-1-6654-8106-9","10.1109/IPDPS53621.2022.00009","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9820631","","Middleware;Libraries;Distributed processing;Deep learning;Computational modeling;Scalability;Runtime environment","application program interfaces;cloud computing;learning (artificial intelligence);message passing;middleware;parallel processing;power aware computing","designing high-performance;scalable middleware;modern high-end computing systems;HPC runtime environments;MPI+X programming models;multicore CPUs;high-performance interconnects;GPUs;emerging DPUs;in-network computing;GPUDirect RDMA;MVAPICH2 libraries;MPI-driven solutions;popular Deep Learning frameworks;out-of-core models;HPC cloud environments;newly established NSF-AI Institute ICICLE;AI-driven data-intensive applications","","","","","IEEE","15 Jul 2022","","","IEEE","IEEE Conferences"
"HTS: A Threaded Multilevel Sparse Hybrid Solver","J. D. Booth","University of Alabama in Huntsville, Huntsville, AL, USA","2022 IEEE International Parallel and Distributed Processing Symposium (IPDPS)","15 Jul 2022",2022,"","","2","12","Large shared-memory many-core nodes have become the norm in scientific computing, and therefore the sparse linear solver stack must adapt to the multilevel structure that exists on these nodes. One adaption is the development of hybrid-solvers at the node level. We present HTS as a hybrid threaded solver that aims to provide a finer-grain algorithm to keep an increased number of threads actively working on these larger shared-memory environments without the overheads of message passing implementations. Additionally, HTS aims at utilizing the additional shared memory that may be available to improve performance, i.e., reducing iteration counts when used as a preconditioner and speeding up calculations. HTS is built around the Schur complement framework that many other hybrid solver packages already use. However, HTS uses a multilevel structure in dealing with the Schur complement and allows for fill-in in certain off-diagonal submatrices to allow for a faster and more accurate solve phase. These modifications allow for a tasking thread library, namely Cilk, to be used to speed up performance while still reducing peak memory by more than 20% on average compared to an optimized direct factorization method. We show that HTS can outperform the MPI-based hybrid solver ShyLU on a suite of sparse matrices by as much as 2×, and show that HTS can scale well on three-dimensional finite difference problems.","1530-2075","978-1-6654-8106-9","10.1109/IPDPS53621.2022.00010","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9820665","Linear algebra;Parallel algorithms","High-temperature superconductors;Scientific computing;Scalability;Particle separators;Parallel processing;Libraries;Sparse matrices","application program interfaces;iterative methods;matrix algebra;message passing;multi-threading;physics computing;shared memory systems;sparse matrices","hybrid-solvers;node level;HTS;hybrid threaded solver;shared-memory environments;additional shared memory;Schur complement framework that many other hybrid solver packages;multilevel structure;tasking thread library;peak memory;MPI-based hybrid solver ShyLU;threaded multilevel sparse hybrid solver;shared-memory many-core nodes;sparse linear solver stack","","","",25.0,"IEEE","15 Jul 2022","","","IEEE","IEEE Conferences"
"A scalable adaptive-matrix SPMV for heterogeneous architectures","H. D. Tran; M. Fernando; K. Saurabh; B. Ganapathysubramanian; R. M. Kirby; H. Sundar","University of Utah, USA; University of Texas at Austin, USA; Iowa State University, USA; Iowa State University, USA; University of Utah, USA; University of Utah, USA","2022 IEEE International Parallel and Distributed Processing Symposium (IPDPS)","15 Jul 2022",2022,"","","13","24","In most computational codes, the core computational kernel is the Sparse Matrix-Vector product (SpMV) that enables specialized linear algebra libraries like PETSc to be used, especially in the distributed memory setting. However, optimizing SpMvperformance and scalability at all levels of a modern heterogeneous architecture can be challenging as it is characterized by irregular memory access. This work presents a hybrid approach (HyMV) for evaluating SpMV for matrices arising from PDE discretization schemes such as the finite element method (FEM). The approach enables localized structured memory access that provides improved performance and scalability. Additionally, it simplifies the programmability and portability on different architectures. The developed HyMV approach enables efficient parallelization using MPI, SIMD, OpenMP, and CUDA with minimum programming effort. We present a detailed comparison of HyMV with the two traditional approaches in computational code, matrix-assembled and matrix-free approaches, for structured and unstructured meshes. Our results demonstrate that the HyMV approach achieves excellent scalability and outperforms both approaches, e.g., achieving average speedups of 11x for matrix setup, 1.7x for SpMV with structured meshes, 3.6x for SpMV with unstructured meshes, and 7.5x for GPU SpMV.","1530-2075","978-1-6654-8106-9","10.1109/IPDPS53621.2022.00011","National Science Foundation(grant numbers:OAC-1808652); Air Force Research Laboratory(grant numbers:FA8650-19-C-5212,FA8650-17-C-5269); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9820649","adaptive-matrix;matrix-assembled;matrix-free;element-by-element;FEM;parallel computing;heterogeneous architectures","Linear systems;Codes;Scalability;Graphics processing units;Computer architecture;Linear algebra;Programming","coprocessors;finite element analysis;graphics processing units;linear algebra;mathematics computing;matrix algebra;matrix multiplication;message passing;multiprocessing systems;parallel algorithms;parallel architectures;parallel processing;parallel programming;partial differential equations;sparse matrices;vectors","adaptive-matrix SPMV;heterogeneous architectures;computational code;core computational kernel;Sparse Matrix-Vector product;specialized linear algebra libraries;distributed memory setting;modern heterogeneous architecture;irregular memory access;hybrid approach;PDE discretization schemes;finite element method;developed HyMV approach;matrix-free approaches;excellent scalability;matrix setup;structured meshes;GPU SpMV","",1.0,"",31.0,"IEEE","15 Jul 2022","","","IEEE","IEEE Conferences"
"Direct solution of larger coupled sparse/dense linear systems using low-rank compression on single-node multi-core machines in an industrial context","E. Agullo; M. Felšöci; G. Sylvand","HiePACS team, Inria Bordeaux Sud-Ouest, Bordeaux, France; HiePACS team, Inria Bordeaux Sud-Ouest, Bordeaux, France; HiePACS team, Airbus Central R&T, Issy-les-Moulineaux, France","2022 IEEE International Parallel and Distributed Processing Symposium (IPDPS)","15 Jul 2022",2022,"","","25","35","While hierarchically low-rank compression methods are now commonly available in both dense and sparse direct solvers, their usage for the direct solution of coupled sparse/dense linear systems has been little investigated. The solution of such systems is though central for the simulation of many important physics problems such as the simulation of the propagation of acoustic waves around aircrafts. Indeed, the heterogeneity of the jet flow created by reactors often requires a Finite Element Method (FEM) discretization, leading to a sparse linear system, while it may be reasonable to assume as homogeneous the rest of the space and hence model it with a Boundary Element Method (BEM) discretization, leading to a dense system. In an industrial context, these simulations are often operated on modern multicore workstations with fully-featured linear solvers. Exploiting their low-rank compression techniques is thus very appealing for solving larger coupled sparse/dense systems (hence ensuring a finer solution) on a given multicore workstation, and - of course - possibly do it fast. The standard method performing an efficient coupling of sparse and dense direct solvers is to rely on the Schur complement functionality of the sparse direct solver. However, to the best of our knowledge, modern fully-featured sparse direct solvers offering this functionality return the Schur complement as a non compressed matrix. In this paper, we study the opportunity to process larger systems in spite of this constraint. For that we propose two classes of algorithms, namely multi-solve and multi-factorization, consisting in composing existing parallel sparse and dense methods on well chosen submatrices. An experimental study conducted on a 24 cores machine equipped with 128 GiB of RAM shows that these algorithms, implemented on top of state-of-the-art sparse and dense direct solvers, together with proper low-rank assembly schemes, can respectively process systems of 9 million and 2.5 million total unknowns instead of 1.3 million unknowns with a standard coupling of compressed sparse and dense solvers.","1530-2075","978-1-6654-8106-9","10.1109/IPDPS53621.2022.00012","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9820683","sparse and dense matrices;large linear systems;direct method;parallel solvers;low-rank compression;Finite Elements Method (FEM);Boundary Elements Method (BEM);FEM/BEM coupling","Couplings;Linear systems;Multicore processing;Atmospheric modeling;Random access memory;Workstations;Finite element analysis","aircraft manufacture;boundary-elements methods;finite element analysis;matrix decomposition;multiprocessing systems;parallel processing;production engineering computing;sparse matrices","finite element method discretization;industrial context;fully-featured linear solvers;low-rank compression;single-node multicore machines;sparse and dense direct solvers;BEM discretization;boundary element method discretization;sparse-dense linear systems;FEM discretization;Schur complement functionality;multisolve;multifactorization;parallel sparse and dense methods;industrial aeroacoustic problems","",1.0,"",27.0,"IEEE","15 Jul 2022","","","IEEE","IEEE Conferences"
"I/O-Optimal Cache-Oblivious Sparse Matrix-Sparse Matrix Multiplication","N. Gleinig; M. Besta; T. Hoefler","ETH Zurich; ETH Zurich; ETH Zurich","2022 IEEE International Parallel and Distributed Processing Symposium (IPDPS)","15 Jul 2022",2022,"","","36","46","Data movements between different levels of the memory hierarchy (I/O-transitions, or simply I/O s) are a critical performance bottleneck in modern computing. Therefore it is a problem of high practical relevance to find algorithms that use a minimal number of I/O s. We present a cache-oblivious sparse matrix-sparse matrix multiplication algorithm that uses a worst-case number of I/O s that matches a previously established lower bound for this problem (0 (N2/B.M) read-I/Os and 0 (N2/B) write-I/Os, where $N$ is the size of the problem instance, $M$ is the size of the fast memory and $B$ is the size of the cache lines). When the output does not need to be stored, also the number of write-I/Os can be reduced to 0 (N2/B.M). This improves the worst-case I/O-complexity of the previously best known algorithm for this problem (which is cache-aware) by a logarithmic multiplicative factor. Compared to other cache-oblivious algorithms our algorithm improves the worst-case number of I/Os by a multiplicative factor of Θ(M. N). We show how the algorithm can be applied to produce the first I/O-efficient solution for the sparse 2- vs 3-diameter problem on sparse directed graphs.","1530-2075","978-1-6654-8106-9","10.1109/IPDPS53621.2022.00013","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9820740","","Distributed processing;Costs;Scientific computing;Directed graphs;Complexity theory;Sparse matrices","cache storage;computational complexity;data structures;directed graphs;graph theory;matrix multiplication;sparse matrices","cache-oblivious sparse matrix-sparse matrix multiplication algorithm;worst-case number;cache-oblivious algorithms","","","",55.0,"IEEE","15 Jul 2022","","","IEEE","IEEE Conferences"
